account_id,value_group,account_value,event_month,offer_live,months_since_launch,tenure_months,product_count,churned_within_window,true_effect_prob
D000478,low,1886.61,20,0,,37.9,1,0,0.0
D000479,high,12752.12,12,1,0.0,80.5,3,0,0.0
D000480,high,19285.03,23,1,11.0,21.1,5,0,-0.05086
D000481,low,1239.82,18,0,,22.1,2,0,0.0
D000482,high,12356.43,21,1,9.0,63.6,2,0,-0.054622
D000483,low,2675.47,22,0,,23.1,1,0,0.0
D000484,high,7718.33,0,0,,101.3,1,0,0.0
D000485,low,1591.07,11,0,,151.4,4,0,0.0
D000486,low,815.8,14,0,,106.7,3,1,0.0
D000487,low,3471.66,15,0,,14.0,2,0,0.0
D000488,low,1641.21,12,0,,59.8,2,0,0.0
D000489,high,19658.51,4,0,,39.7,3,1,0.0
D000490,low,400.4,17,0,,30.7,1,0,0.0
D000491,low,4884.73,7,0,,117.3,2,0,0.0
D000492,low,1278.59,9,0,,43.5,5,1,0.0
D000493,high,11704.88,16,1,4.0,42.0,3,0,-0.038949
D000494,low,2100.38,12,0,,47.4,2,0,0.0
D000495,low,1783.72,17,0,,67.0,1,0,0.0
D000496,high,6385.35,15,1,3.0,42.4,2,0,-0.065994
D000497,high,8750.16,15,1,3.0,78.2,1,0,-0.068218
D000498,low,389.54,18,0,,26.3,2,0,0.0
D000499,high,6233.54,2,0,,12.7,1,0,0.0
D000500,high,35912.88,7,0,,68.4,3,0,0.0
D000501,high,73371.41,5,0,,57.9,1,1,0.0
D000502,low,458.55,11,0,,51.9,2,0,0.0
D000503,low,4012.99,8,0,,89.6,4,0,0.0
D000504,high,30473.89,3,0,,44.3,2,0,0.0
D000505,low,1892.44,13,0,,74.7,1,0,0.0
D000506,high,25406.42,7,0,,35.3,2,0,0.0
D000507,low,734.83,15,0,,114.3,3,0,0.0
D000508,low,3830.17,10,0,,141.0,1,1,0.0
D000509,high,39130.35,18,1,6.0,9.3,4,0,-0.047372
D000510,high,6286.66,1,0,,68.8,2,1,0.0
D000511,high,9081.05,0,0,,67.6,4,0,0.0
D000512,high,8616.16,13,1,1.0,65.3,5,0,-0.026755
D000513,high,11178.48,18,1,6.0,79.9,5,0,-0.053109
D000514,low,3100.1,17,0,,41.9,5,1,0.0
D000515,high,5935.6,12,1,0.0,56.0,1,0,0.0
D000516,low,416.55,9,0,,16.8,3,0,0.0
D000517,high,7410.28,20,1,8.0,53.0,5,0,-0.048621
D000518,low,3321.03,20,0,,69.7,1,0,0.0
D000519,low,4898.15,18,0,,11.9,3,0,0.0
D000520,low,1951.01,13,0,,50.6,2,0,0.0
D000521,low,2597.14,17,0,,70.3,2,0,0.0
D000522,high,6699.08,16,1,4.0,153.3,5,0,-0.033615
D000523,low,4219.63,9,0,,67.4,3,0,0.0
D000524,low,4441.24,4,0,,32.8,3,1,0.0
D000525,low,2153.68,5,0,,35.6,1,0,0.0
D000526,low,1699.36,16,0,,109.5,1,0,0.0
D000527,low,2455.0,19,0,,154.2,2,0,0.0
D000528,high,5261.04,19,1,7.0,94.5,1,0,-0.07145
D000529,low,1924.76,9,0,,34.9,2,1,0.0
D000530,high,10889.66,22,1,10.0,37.3,2,0,-0.031431
D000531,low,1283.4,4,0,,98.0,1,1,0.0
D000532,high,24236.78,10,0,,18.2,2,0,0.0
D000533,high,11364.31,8,0,,132.5,2,0,0.0
D000534,low,4823.4,13,0,,28.2,3,0,0.0
D000535,low,2184.14,22,0,,7.5,2,0,0.0
D000536,low,1325.35,8,0,,51.1,1,0,0.0
D000537,low,1418.4,11,0,,33.3,3,0,0.0
D000538,high,16564.84,1,0,,14.8,2,0,0.0
D000539,low,3394.11,8,0,,9.1,4,0,0.0
D000540,high,9525.92,3,0,,76.9,1,0,0.0
D000541,high,23263.08,17,1,5.0,47.3,2,0,-0.06113
D000542,high,15414.31,7,0,,128.3,1,0,0.0
D000543,high,46557.8,16,1,4.0,93.9,5,0,-0.040404
D000544,low,4742.72,2,0,,34.2,2,0,0.0
D000545,high,11208.17,16,1,4.0,40.8,2,0,-0.029778
D000546,low,2623.73,16,0,,83.9,3,0,0.0
D000547,low,2552.5,6,0,,23.8,1,0,0.0
D000548,high,5881.58,6,0,,46.1,2,0,0.0
D000549,low,3129.7,10,0,,30.7,2,0,0.0
D000550,high,26760.96,3,0,,52.6,4,0,0.0
D000551,high,8689.61,21,1,9.0,72.7,1,0,-0.050512
D000552,high,5305.17,2,0,,16.3,2,0,0.0
D000553,low,2579.2,4,0,,85.5,1,1,0.0
D000554,high,5528.39,6,0,,4.3,3,0,0.0
D000555,low,2187.84,23,0,,70.9,2,0,0.0
D000556,low,1811.08,0,0,,28.1,1,0,0.0
D000557,high,12852.07,3,0,,23.1,1,0,0.0
D000558,low,4105.03,17,0,,29.3,2,0,0.0
D000559,high,7030.12,15,1,3.0,27.7,2,1,-0.093588
D000560,low,2246.6,22,0,,15.5,1,0,0.0
D000561,low,447.21,7,0,,42.0,2,0,0.0
D000562,low,2938.06,15,0,,55.2,1,0,0.0
D000563,low,554.14,18,0,,139.3,1,0,0.0
D000564,low,2592.12,2,0,,43.0,2,0,0.0
D000565,high,5250.27,0,0,,69.2,4,0,0.0
D000566,high,10347.01,12,1,0.0,48.3,1,0,0.0
D000567,low,2518.7,0,0,,38.9,2,0,0.0
D000568,high,6912.61,5,0,,90.3,4,0,0.0
D000569,low,1861.27,3,0,,49.0,1,0,0.0
D000570,low,2586.22,6,0,,20.6,2,1,0.0
D000571,high,8516.83,22,1,10.0,34.5,2,0,-0.055482
D000572,low,3662.72,12,0,,10.0,2,0,0.0
D000573,high,16492.09,18,1,6.0,108.4,3,0,-0.046725
D000574,high,11660.38,10,0,,67.9,3,0,0.0
D000575,high,8347.16,3,0,,30.6,1,0,0.0
D000576,high,7058.79,2,0,,62.0,3,0,0.0
D000577,low,2733.65,3,0,,91.4,2,0,0.0
D000578,low,4221.0,10,0,,30.3,4,0,0.0
D000579,high,5480.45,18,1,6.0,121.8,3,0,-0.027528
D000580,high,27111.2,13,1,1.0,36.2,1,0,-0.024634
D000581,high,9850.45,11,0,,60.3,1,0,0.0
D000582,high,9105.5,11,0,,81.4,2,0,0.0
D000583,high,29762.32,21,1,9.0,32.6,6,0,-0.071569
D000584,low,3543.02,9,0,,20.8,1,0,0.0
D000585,high,26747.26,23,1,11.0,27.8,3,0,-0.044981
D000586,high,5189.15,5,0,,26.4,3,0,0.0
D000587,low,2320.51,19,0,,152.2,1,0,0.0
D000588,low,4252.62,0,0,,84.0,1,0,0.0
D000589,high,19229.57,19,1,7.0,78.8,5,0,-0.076377
D000590,high,11549.05,15,1,3.0,69.7,4,0,-0.05658
D000591,low,3297.39,9,0,,67.2,1,0,0.0
D000592,low,3468.15,22,0,,18.5,2,0,0.0
D000593,low,3405.11,3,0,,27.4,4,0,0.0
D000594,low,2344.54,19,0,,20.9,3,0,0.0
D000595,low,878.32,14,0,,119.2,1,0,0.0
D000596,high,15538.04,23,1,11.0,18.4,3,0,-0.048934
D000597,low,2772.13,5,0,,40.5,1,0,0.0
D000598,high,9085.14,17,1,5.0,7.9,6,0,-0.088042
D000599,high,10873.26,8,0,,106.9,2,0,0.0
D000600,high,6191.34,7,0,,67.3,4,0,0.0
D000601,high,14981.35,22,1,10.0,78.3,4,0,-0.035966
D000602,low,4612.19,18,0,,52.8,2,0,0.0
D000603,low,2787.6,19,0,,63.9,3,0,0.0
D000604,high,12630.12,3,0,,29.9,2,0,0.0
D000605,low,3136.76,12,0,,21.2,2,0,0.0
D000606,low,3591.17,20,0,,54.5,2,0,0.0
D000607,low,1765.13,20,0,,42.8,1,0,0.0
D000608,low,2876.66,13,0,,16.6,1,0,0.0
D000609,low,1714.7,5,0,,53.1,5,1,0.0
D000610,high,15302.78,14,1,2.0,56.6,2,0,-0.069425
D000611,high,23979.06,14,1,2.0,93.3,6,0,-0.04775
D000612,low,2349.18,17,0,,103.3,1,0,0.0
D000613,low,3342.68,22,0,,60.0,2,1,0.0
D000614,high,19614.56,20,1,8.0,76.1,3,0,-0.070458
D000615,low,5009.64,17,0,,64.1,4,0,0.0
D000616,high,23106.22,19,1,7.0,79.2,2,0,-0.048933
D000617,low,2151.98,20,0,,37.8,1,1,0.0
D000618,low,1377.22,4,0,,96.3,3,0,0.0
D000619,low,1850.8,22,0,,40.3,3,0,0.0
D000620,low,2112.79,11,0,,108.9,4,1,0.0
D000621,low,738.56,12,0,,73.5,4,1,0.0
D000622,high,24496.88,20,1,8.0,60.4,2,0,-0.057141
D000623,high,5383.92,14,1,2.0,86.5,4,0,-0.027974
D000624,high,80279.56,21,1,9.0,76.0,2,0,-0.046278
D000625,high,6627.44,1,0,,98.8,2,0,0.0
D000626,high,32549.59,17,1,5.0,63.4,3,0,-0.075913
D000627,high,9784.31,2,0,,6.3,4,0,0.0
D000628,low,524.73,4,0,,83.2,2,0,0.0
D000629,high,13616.09,2,0,,83.1,3,0,0.0
D000630,low,4484.6,20,0,,113.7,1,0,0.0
D000631,low,1435.72,1,0,,116.8,1,0,0.0
D000632,low,594.3,7,0,,33.3,1,0,0.0
D000633,low,2179.34,10,0,,148.4,1,0,0.0
D000634,high,23104.92,12,1,0.0,19.9,1,0,0.0
D000635,low,3177.85,19,0,,29.1,1,0,0.0
D000636,high,7559.73,21,1,9.0,34.4,3,0,-0.053941
D000637,high,35216.05,5,0,,42.4,2,0,0.0
D000638,low,1938.45,10,0,,45.9,4,0,0.0
D000639,high,14542.73,21,1,9.0,89.0,4,0,-0.033162
D000640,low,4053.17,2,0,,7.8,2,0,0.0
D000641,high,12988.76,15,1,3.0,70.7,3,1,-0.041812
D000642,low,3986.8,9,0,,45.4,2,0,0.0
D000643,high,10961.95,1,0,,39.9,1,0,0.0
D000644,high,13996.3,22,1,10.0,34.9,2,0,-0.066903
D000645,low,1732.35,11,0,,35.9,2,0,0.0
D000646,low,1012.72,10,0,,72.0,1,1,0.0
D000647,high,11803.75,12,1,0.0,89.8,6,0,0.0
D000648,high,14627.25,16,1,4.0,60.3,4,0,-0.049402
D000649,low,2886.44,22,0,,171.8,3,1,0.0
D000650,high,5505.04,4,0,,223.1,1,0,0.0
D000651,low,2095.12,13,0,,58.7,4,1,0.0
D000652,low,612.83,4,0,,49.5,1,0,0.0
D000653,high,24360.05,21,1,9.0,92.3,4,0,-0.070799
D000654,low,1679.12,18,0,,48.4,2,0,0.0
D000655,high,27616.01,2,0,,97.7,5,0,0.0
D000656,high,23505.93,21,1,9.0,78.3,1,0,-0.030717
D000657,low,1348.26,12,0,,133.2,4,0,0.0
D000658,high,18958.43,1,0,,67.1,3,0,0.0
D000659,high,8008.01,12,1,0.0,17.0,4,0,0.0
D000660,low,1091.15,23,0,,63.0,3,0,0.0
D000661,low,4930.56,20,0,,9.7,1,0,0.0
D000662,high,11313.37,10,0,,51.9,3,1,0.0
D000663,low,1267.09,16,0,,42.6,3,0,0.0
D000664,high,18104.17,13,1,1.0,51.5,1,0,-0.019484
D000665,high,29833.75,23,1,11.0,47.6,4,0,-0.079104
D000666,high,10487.05,20,1,8.0,90.5,2,0,-0.045758
D000667,low,4729.92,22,0,,36.7,2,0,0.0
D000668,low,4540.93,14,0,,25.4,1,0,0.0
D000669,high,11861.15,15,1,3.0,75.4,3,0,-0.041507
D000670,high,67128.07,21,1,9.0,89.3,2,0,-0.07538
D000671,high,14085.28,12,1,0.0,54.8,1,1,0.0
D000672,low,4983.54,15,0,,106.7,3,0,0.0
D000673,low,2022.02,13,0,,114.5,6,0,0.0
D000674,high,6249.19,2,0,,56.2,3,1,0.0
D000675,low,538.5,12,0,,63.4,1,0,0.0
D000676,low,483.87,1,0,,57.3,2,0,0.0
D000677,low,2084.17,6,0,,60.9,4,0,0.0
D000678,low,1674.95,9,0,,226.6,1,0,0.0
D000679,low,3755.04,23,0,,53.4,5,0,0.0
D000680,high,13996.09,17,1,5.0,33.9,3,0,-0.068905
D000681,low,4506.39,19,0,,35.4,1,0,0.0
D000682,high,6170.71,10,0,,91.5,2,0,0.0
D000683,high,11961.76,14,1,2.0,36.9,2,0,-0.042457
D000684,low,619.52,10,0,,156.8,1,0,0.0
D000685,low,3814.35,12,0,,48.9,1,0,0.0
D000686,low,1934.88,13,0,,46.5,1,0,0.0
D000687,high,51325.13,0,0,,32.4,2,0,0.0
D000688,high,45953.76,12,1,0.0,97.0,4,0,0.0
D000689,low,4925.25,11,0,,16.0,3,0,0.0
D000690,high,7228.27,19,1,7.0,4.7,2,0,-0.064976
D000691,high,5696.5,2,0,,120.9,4,0,0.0
D000692,low,575.22,20,0,,11.2,1,0,0.0
D000693,high,8348.68,10,0,,47.8,3,0,0.0
D000694,high,14824.17,8,0,,53.7,6,0,0.0
D000695,low,2959.02,10,0,,12.4,3,1,0.0
D000696,high,14089.88,6,0,,27.2,1,0,0.0
D000697,high,5144.31,4,0,,88.1,1,0,0.0
D000698,high,8665.57,23,1,11.0,15.1,1,0,-0.052177
D000699,high,11762.18,5,0,,38.5,2,0,0.0
D000700,high,5353.84,15,1,3.0,120.0,1,0,-0.046185
D000701,high,13550.11,18,1,6.0,51.6,1,0,-0.050532
D000702,low,2026.04,21,0,,4.0,3,0,0.0
D000703,low,2174.68,18,0,,52.5,1,0,0.0
D000704,high,5336.02,2,0,,60.3,3,0,0.0
D000705,low,2373.21,7,0,,71.2,1,0,0.0
D000706,high,9682.37,12,1,0.0,6.2,1,0,0.0
D000707,high,7077.43,3,0,,21.5,1,0,0.0
D000708,low,1439.42,7,0,,82.8,1,0,0.0
D000709,high,5827.72,19,1,7.0,20.7,5,0,-0.055901
D000710,high,15650.15,13,1,1.0,59.2,3,0,-0.020739
D000711,high,9261.57,3,0,,50.4,1,0,0.0
D000712,low,2570.01,15,0,,54.7,6,0,0.0
D000713,low,1334.04,20,0,,17.7,2,0,0.0
D000714,high,6879.17,7,0,,34.5,3,0,0.0
D000715,low,770.26,6,0,,136.7,1,0,0.0
D000716,low,4658.35,20,0,,62.9,2,0,0.0
D000717,low,1482.63,15,0,,52.9,2,0,0.0
D000718,high,11932.84,23,1,11.0,204.1,4,0,-0.022578
D000719,high,8816.72,9,0,,22.0,4,0,0.0
D000720,high,6229.25,5,0,,27.4,5,0,0.0
D000721,low,4663.94,17,0,,35.4,2,0,0.0
D000722,high,17052.88,8,0,,135.8,1,1,0.0
D000723,low,2419.47,20,0,,33.2,5,0,0.0
D000724,high,31756.1,3,0,,132.3,2,0,0.0
D000725,high,13288.57,17,1,5.0,85.1,5,1,-0.056208
D000726,high,6815.87,9,0,,72.7,1,0,0.0
D000727,low,4000.45,8,0,,16.4,1,1,0.0
D000728,high,13445.25,12,1,0.0,57.1,1,0,0.0
D000729,high,27504.48,12,1,0.0,30.5,1,1,0.0
D000730,low,3340.68,9,0,,88.0,3,0,0.0
D000731,high,8021.47,22,1,10.0,65.7,3,0,-0.079193
D000732,high,9359.48,9,0,,29.4,1,0,0.0
D000733,low,3082.7,20,0,,29.6,3,0,0.0
D000734,high,23208.85,11,0,,46.2,3,0,0.0
D000735,low,2750.11,5,0,,89.8,2,1,0.0
D000736,high,13046.32,3,0,,74.2,4,0,0.0
D000737,high,9895.03,19,1,7.0,137.9,3,0,-0.041863
D000738,low,1350.69,23,0,,30.4,4,1,0.0
D000739,high,12552.51,9,0,,39.1,2,0,0.0
D000740,low,2940.27,10,0,,59.8,2,0,0.0
D000741,low,3448.28,23,0,,20.5,4,0,0.0
D000742,low,1252.0,2,0,,39.2,2,0,0.0
D000743,low,2721.31,21,0,,126.7,1,0,0.0
D000744,high,7003.67,14,1,2.0,103.1,5,0,-0.01853
D000745,low,1943.1,16,0,,11.8,1,1,0.0
D000746,low,3066.82,12,0,,22.7,2,0,0.0
D000747,low,1631.8,14,0,,32.6,2,0,0.0
D000748,low,3664.15,15,0,,29.7,3,1,0.0
D000749,high,16472.99,12,1,0.0,31.7,5,0,0.0
D000750,low,2014.37,3,0,,69.3,1,1,0.0
D000751,high,14014.11,10,0,,30.0,3,0,0.0
D000752,high,10483.81,6,0,,113.4,3,1,0.0
D000753,low,4699.72,11,0,,67.8,1,0,0.0
D000754,low,961.18,22,0,,44.2,3,0,0.0
D000755,low,2540.94,15,0,,29.1,5,1,0.0
D000756,low,771.84,14,0,,44.0,1,0,0.0
D000757,low,2758.44,5,0,,17.3,3,0,0.0
D000758,high,8426.79,14,1,2.0,91.8,3,0,-0.043075
D000759,low,4716.4,5,0,,71.9,4,0,0.0
D000760,high,8869.03,11,0,,21.7,6,0,0.0
D000761,low,3309.26,6,0,,22.0,4,0,0.0
D000762,low,1476.94,15,0,,74.3,1,0,0.0
D000763,low,5023.65,10,0,,24.9,1,1,0.0
D000764,low,2007.95,22,0,,26.6,1,0,0.0
D000765,high,5643.92,10,0,,42.6,2,0,0.0
D000766,high,6667.59,20,1,8.0,47.0,1,0,-0.058053
D000767,high,20287.32,6,0,,48.7,2,0,0.0
D000768,high,10827.17,22,1,10.0,126.1,3,0,-0.035835
D000769,high,5632.84,11,0,,26.6,4,1,0.0
D000770,low,1554.38,20,0,,88.5,4,0,0.0
D000771,low,2864.64,15,0,,104.8,2,0,0.0
D000772,low,3312.09,8,0,,43.7,1,0,0.0
D000773,low,959.69,1,0,,35.6,3,1,0.0
D000774,high,6471.57,16,1,4.0,193.4,1,0,-0.058963
D000775,high,17876.94,0,0,,57.1,3,0,0.0
D000776,low,3461.73,23,0,,57.6,4,0,0.0
D000777,high,46613.23,0,0,,27.5,3,0,0.0
D000778,high,16640.77,10,0,,24.9,1,0,0.0
D000779,low,1163.98,19,0,,57.4,1,0,0.0
D000780,low,2896.7,12,0,,72.5,3,0,0.0
D000781,low,4181.61,11,0,,83.6,1,0,0.0
D000782,low,3701.39,2,0,,21.3,4,0,0.0
D000783,high,15934.32,20,1,8.0,40.6,2,0,-0.092903
D000784,high,46451.55,23,1,11.0,153.5,2,0,-0.036619
D000785,low,2276.89,13,0,,54.7,2,0,0.0
D000786,high,39101.15,5,0,,142.6,3,0,0.0
D000787,low,3240.57,17,0,,65.4,2,1,0.0
D000788,high,19301.27,6,0,,15.4,2,0,0.0
D000789,high,10510.8,2,0,,29.2,4,0,0.0
D000790,high,26196.87,9,0,,18.6,2,0,0.0
D000791,low,703.61,12,0,,22.4,2,0,0.0
D000792,high,8710.61,21,1,9.0,141.2,2,0,-0.040288
D000793,high,60183.0,9,0,,44.0,4,1,0.0
D000794,high,12069.19,14,1,2.0,82.5,4,0,-0.040651
D000795,low,2448.65,17,0,,96.9,2,0,0.0
D000796,low,1862.33,19,0,,117.6,5,0,0.0
D000797,high,14042.74,15,1,3.0,83.6,2,0,-0.077334
D000798,high,8660.6,16,1,4.0,6.7,2,0,-0.106966
D000799,low,4160.96,23,0,,137.6,3,0,0.0
D000800,low,2753.01,6,0,,21.2,3,1,0.0
D000801,low,4162.93,23,0,,63.3,3,0,0.0
D000802,high,8720.0,9,0,,60.9,3,0,0.0
D000803,high,16974.21,9,0,,80.4,4,0,0.0
D000804,high,158665.77,16,1,4.0,28.0,2,0,-0.113633
D000805,low,4096.62,8,0,,127.1,3,0,0.0
D000806,high,9083.44,14,1,2.0,164.6,2,0,-0.025338
D000807,low,1145.78,7,0,,36.6,2,0,0.0
D000808,low,2475.37,19,0,,157.9,1,0,0.0
D000809,low,4091.78,16,0,,21.8,1,0,0.0
D000810,low,522.53,16,0,,43.4,1,0,0.0
D000811,high,8034.09,22,1,10.0,8.9,3,0,-0.072008
D000812,low,2461.25,4,0,,47.9,3,0,0.0
D000813,high,22580.89,22,1,10.0,91.7,2,0,-0.03701
D000814,low,1347.47,15,0,,64.7,2,0,0.0
D000815,high,11627.36,21,1,9.0,186.5,4,0,-0.022491
D000816,low,2944.07,23,0,,22.4,1,0,0.0
D000817,high,5544.43,15,1,3.0,53.8,5,0,-0.065769
D000818,high,8442.51,11,0,,87.0,2,0,0.0
D000819,low,4109.6,6,0,,77.1,4,0,0.0
D000820,low,4052.33,14,0,,80.6,1,1,0.0
D000821,low,3100.33,2,0,,44.8,5,0,0.0
D000822,low,2477.68,4,0,,69.1,1,0,0.0
D000823,low,1899.93,5,0,,41.9,1,0,0.0
D000824,high,11237.84,21,1,9.0,36.2,5,0,-0.081196
D000825,high,16422.01,21,1,9.0,62.4,1,0,-0.038295
D000826,high,5668.18,8,0,,95.2,3,0,0.0
D000827,low,4195.89,16,0,,7.3,4,0,0.0
D000828,high,11092.26,10,0,,33.0,2,0,0.0
D000829,low,908.66,0,0,,49.4,5,0,0.0
D000830,low,305.14,5,0,,54.8,5,0,0.0
D000831,high,7720.46,3,0,,25.7,2,0,0.0
D000832,high,8481.22,22,1,10.0,39.6,3,0,-0.044249
D000833,low,1381.91,15,0,,23.9,1,0,0.0
D000834,high,10024.67,14,1,2.0,136.2,3,0,-0.024306
D000835,low,1957.14,1,0,,59.7,1,1,0.0
D000836,high,11603.72,17,1,5.0,70.7,5,0,-0.054387
D000837,high,17058.42,8,0,,25.0,3,0,0.0
D000838,high,17975.16,2,0,,31.7,2,0,0.0
D000839,high,28677.76,15,1,3.0,13.4,2,0,-0.064925
D000840,low,1012.99,20,0,,70.7,1,0,0.0
D000841,low,3905.3,1,0,,144.0,2,0,0.0
D000842,low,3779.7,23,0,,57.4,2,0,0.0
D000843,low,1676.47,21,0,,74.5,2,0,0.0
D000844,high,12776.42,16,1,4.0,107.0,3,0,-0.022149
D000845,low,4826.28,2,0,,103.7,1,0,0.0
D000846,low,4664.42,4,0,,35.7,3,1,0.0
D000847,high,22346.56,22,1,10.0,181.8,5,0,-0.047092
D000848,low,1264.93,21,0,,27.1,4,0,0.0
D000849,high,6232.01,3,0,,86.6,1,1,0.0
D000850,low,402.81,18,0,,39.8,2,0,0.0
D000851,low,1356.99,13,0,,64.0,2,0,0.0
D000852,low,784.3,7,0,,49.1,3,0,0.0
D000853,low,1612.8,17,0,,54.1,1,0,0.0
D000854,low,1292.88,2,0,,22.2,2,1,0.0
D000855,high,7200.12,20,1,8.0,53.1,5,0,-0.056951
D000856,high,17824.46,13,1,1.0,17.7,1,0,-0.034961
D000857,low,698.04,15,0,,19.7,2,0,0.0
D000858,high,5674.64,12,1,0.0,118.1,4,1,0.0
D000859,high,20708.09,18,1,6.0,10.5,2,0,-0.115078
D000860,low,1416.97,3,0,,34.7,4,1,0.0
D000861,high,5314.2,1,0,,52.0,2,0,0.0
D000862,low,4979.31,14,0,,60.0,3,1,0.0
D000863,low,2384.72,6,0,,22.0,3,0,0.0
D000864,high,5181.02,2,0,,74.4,2,0,0.0
D000865,high,9232.48,4,0,,81.6,4,0,0.0
D000866,low,802.65,8,0,,30.7,5,0,0.0
D000867,high,5963.36,4,0,,37.1,2,0,0.0
D000868,high,10457.92,23,1,11.0,94.4,4,0,-0.039185
D000869,high,10523.19,20,1,8.0,34.8,1,1,-0.048739
D000870,high,6197.62,13,1,1.0,13.9,2,0,-0.045669
D000871,low,2053.29,10,0,,54.3,2,0,0.0
D000872,high,204731.99,4,0,,136.7,4,0,0.0
D000873,high,7453.74,14,1,2.0,4.4,4,0,-0.055932
D000874,low,4531.52,18,0,,28.2,1,0,0.0
D000875,high,9444.48,21,1,9.0,15.1,4,0,-0.069027
D000876,low,1310.63,20,0,,104.6,1,1,0.0
D000877,low,2674.91,20,0,,106.0,4,0,0.0
D000878,low,795.35,7,0,,133.2,5,0,0.0
D000879,high,11242.37,12,1,0.0,89.6,2,0,0.0
D000880,high,25935.55,18,1,6.0,54.0,2,0,-0.049537
D000881,low,1746.03,0,0,,79.4,1,0,0.0
D000882,low,1680.77,14,0,,47.5,1,0,0.0
D000883,high,5423.51,15,1,3.0,24.3,5,0,-0.107241
D000884,high,5433.05,4,0,,85.5,2,0,0.0
D000885,high,27870.35,22,1,10.0,106.0,3,0,-0.034501
D000886,low,864.13,21,0,,49.7,2,0,0.0
D000887,low,1405.02,12,0,,95.3,5,0,0.0
D000888,low,4140.38,2,0,,101.4,4,1,0.0
D000889,high,19369.13,10,0,,27.4,4,0,0.0
D000890,high,10456.0,22,1,10.0,18.8,3,0,-0.056263
D000891,high,9607.89,11,0,,26.0,4,0,0.0
D000892,low,4175.54,6,0,,63.2,1,0,0.0
D000893,low,2679.12,13,0,,28.8,2,0,0.0
D000894,low,3045.46,18,0,,15.9,2,0,0.0
D000895,high,5185.41,17,1,5.0,138.7,1,0,-0.033184
D000896,high,10923.67,16,1,4.0,82.8,1,0,-0.071796
D000897,low,1252.06,15,0,,55.5,1,0,0.0
D000898,low,1819.23,18,0,,98.8,2,1,0.0
D000899,low,2676.22,18,0,,22.7,2,0,0.0
D000900,high,7216.17,19,1,7.0,18.5,3,0,-0.059608
D000901,high,19666.18,3,0,,20.4,3,0,0.0
D000902,low,2004.77,13,0,,151.8,2,0,0.0
D000903,low,3153.1,1,0,,121.6,1,0,0.0
D000904,high,5719.9,15,1,3.0,51.6,1,0,-0.080305
D000905,high,11092.97,17,1,5.0,31.6,2,0,-0.063032
D000906,high,5192.66,12,1,0.0,65.4,1,0,0.0
D000907,high,5142.41,20,1,8.0,26.7,2,0,-0.106289
D000908,high,30452.77,0,0,,29.6,6,1,0.0
D000909,low,4466.93,18,0,,55.3,1,0,0.0
D000910,high,5853.48,8,0,,53.3,3,0,0.0
D000911,low,518.92,5,0,,208.5,2,0,0.0
D000912,low,4180.44,1,0,,101.9,1,0,0.0
D000913,high,5551.47,4,0,,6.7,1,0,0.0
D000914,low,366.09,10,0,,54.9,4,0,0.0
D000915,high,5302.86,16,1,4.0,21.4,4,0,-0.037771
D000916,high,44339.0,14,1,2.0,34.1,1,0,-0.090639
D000917,high,10689.16,5,0,,117.8,4,0,0.0
D000918,low,1162.85,4,0,,63.7,2,0,0.0
D000919,high,106372.05,6,0,,17.0,3,0,0.0
D000920,low,2829.1,8,0,,26.9,2,0,0.0
D000921,high,18032.85,1,0,,57.7,3,0,0.0
D000922,low,1674.11,7,0,,3.7,1,0,0.0
D000923,low,1950.36,13,0,,5.1,3,1,0.0
D000924,low,970.65,0,0,,73.8,1,1,0.0
D000925,low,1223.02,10,0,,28.1,6,0,0.0
D000926,low,2959.22,1,0,,44.7,6,0,0.0
D000927,high,5194.94,9,0,,167.6,1,0,0.0
D000928,high,8402.95,1,0,,128.8,3,0,0.0
D000929,low,1737.39,16,0,,72.5,2,0,0.0
D000930,high,7275.26,5,0,,11.8,3,0,0.0
D000931,high,15022.43,21,1,9.0,11.3,2,0,-0.077753
D000932,low,3697.11,23,0,,168.2,3,1,0.0
D000933,low,3244.99,3,0,,76.9,1,0,0.0
D000934,high,5122.5,0,0,,46.0,3,0,0.0
D000935,high,6901.2,19,1,7.0,34.3,1,0,-0.047934
D000936,low,1728.37,17,0,,22.7,5,0,0.0
D000937,low,2767.52,6,0,,207.6,2,0,0.0
D000938,high,8985.89,9,0,,81.6,5,0,0.0
D000939,high,16396.77,6,0,,3.9,3,0,0.0
D000940,low,1870.26,21,0,,122.9,1,0,0.0
D000941,high,73014.99,15,1,3.0,57.9,3,0,-0.070954
D000942,low,697.47,9,0,,36.2,3,0,0.0
D000943,high,5735.85,18,1,6.0,81.4,5,0,-0.045178
D000944,low,3746.97,4,0,,35.6,1,1,0.0
D000945,low,1153.31,14,0,,81.4,4,0,0.0
D000946,low,4563.51,14,0,,51.6,1,1,0.0
D000947,high,20981.71,7,0,,139.5,1,0,0.0
D000948,low,2150.65,16,0,,16.0,2,0,0.0
D000949,high,29916.73,1,0,,126.0,1,0,0.0
D000950,low,2634.78,11,0,,93.7,1,0,0.0
D000951,high,12459.41,17,1,5.0,47.0,6,1,-0.056939
D000952,low,2135.83,21,0,,55.1,1,0,0.0
D000953,high,12223.32,23,1,11.0,45.4,2,0,-0.052674
D000954,low,766.55,5,0,,25.3,1,0,0.0
