account_id,region_id,value_score,value_group,churn_mode,proba_none,proba_large_withdrawal,proba_dd_stop,proba_dormant,predicted_mode
A024562,R08,1347.19,low,none,0.95472413,0.0049015232,0.018231343,0.02214307,none
A012409,R02,2272.04,low,none,0.91646487,0.02057418,0.031277195,0.03168382,none
A039887,R01,1021.46,low,none,0.9139668,0.011721186,0.040356033,0.033956006,none
A012840,R00,3709.15,low,large_withdrawal,0.8978664,0.03306022,0.0038493318,0.06522397,none
A022662,R08,4626.3,low,none,0.9418824,0.01202185,0.011871745,0.034223974,none
A029017,R03,6758.68,high,none,0.8151779,0.07609392,0.034170993,0.07455713,none
A024707,R04,2919.57,low,none,0.9003713,0.026092976,0.0043006097,0.06923513,none
A036980,R05,37853.07,high,none,0.9607705,0.017685594,0.0026111926,0.018932724,none
A001172,R07,2834.89,low,none,0.8557812,0.03647969,0.012845866,0.09489323,none
A034858,R05,5754.08,high,none,0.55673355,0.0060366667,0.029896764,0.40733302,none
A013667,R01,26414.95,high,none,0.9482161,0.0049805287,0.008542213,0.03826117,none
A001491,R01,85438.81,high,none,0.82764524,0.012215802,0.010275829,0.14986315,none
A027997,R01,18489.66,high,dormant,0.82430774,0.029511029,0.059752524,0.08642871,none
A036733,R02,2024.83,low,none,0.9599831,0.0007674603,0.004923783,0.03432559,none
A006896,R01,5708.0,high,none,0.89074403,0.005742359,0.005208513,0.09830506,none
A037269,R03,14231.25,high,none,0.8767027,0.004963423,0.077465534,0.040868286,none
A025094,R08,26770.28,high,none,0.8868591,0.037419204,0.041276596,0.034445126,none
A020384,R03,2538.21,low,none,0.7988531,0.03590361,0.04270053,0.122542724,none
A034185,R09,2924.58,low,dd_stop,0.90236956,0.021028304,0.052333258,0.024268864,none
A036200,R04,5483.02,high,none,0.8615205,0.033175502,0.01654288,0.088761054,none
A016093,R08,42652.7,high,none,0.90332824,0.010582507,0.011492271,0.074596934,none
A021481,R04,10416.1,high,none,0.89014757,0.079651736,0.013597433,0.0166033,none
A012853,R01,372.74,low,none,0.85651326,0.030581102,0.07426695,0.038638692,none
A013800,R07,8134.33,high,none,0.95850605,0.020413026,0.004715568,0.016365414,none
A006615,R02,14013.58,high,none,0.95870745,0.020252535,0.006285876,0.014754104,none
A012212,R09,1672.9,low,none,0.73447794,0.010099004,0.007392378,0.24803063,none
A030977,R04,2371.87,low,none,0.8148807,0.10890645,0.058878638,0.017334191,none
A021853,R00,13760.54,high,none,0.95334613,0.014731815,0.005453767,0.026468314,none
A025011,R09,10001.79,high,none,0.9094602,0.0288339,0.03498082,0.026725104,none
A013048,R08,5741.64,high,none,0.89424247,0.01562532,0.06817622,0.021955961,none
A016834,R05,8200.22,high,none,0.90241575,0.010205826,0.025827294,0.06155109,none
A022619,R09,1066.44,low,dd_stop,0.9436945,0.009972201,0.021905988,0.024427352,none
A026520,R09,3640.05,low,none,0.9283242,0.0047132033,0.0041461117,0.06281649,none
A021825,R05,3560.85,low,none,0.91296744,0.030492865,0.031151893,0.025387792,none
A035513,R02,12448.62,high,none,0.79892814,0.021639794,0.09125468,0.088177435,none
A026482,R01,11591.67,high,none,0.819878,0.072919756,0.08145136,0.025750918,none
A039647,R03,7151.72,high,none,0.8843113,0.022940785,0.065846466,0.026901415,none
A024352,R09,2951.89,low,none,0.8722427,0.028154295,0.009969249,0.08963374,none
A025545,R01,13729.23,high,none,0.9598051,0.021515597,0.003891166,0.014788213,none
A025589,R06,2674.66,low,none,0.9057398,0.00080899254,0.057765488,0.035685673,none
A026044,R05,7329.12,high,none,0.9489935,0.014057056,0.01195117,0.02499832,none
A039769,R00,885.37,low,none,0.8602142,0.10842709,0.011604659,0.019754108,none
A029895,R06,7620.63,high,dormant,0.73829985,0.013581607,0.0365452,0.2115733,none
A018955,R09,15563.22,high,none,0.873676,0.016415063,0.0754847,0.03442422,none
A025380,R08,2232.69,low,dd_stop,0.8617062,0.011926525,0.07689776,0.04946955,none
A037470,R07,2251.79,low,none,0.88789856,0.02043967,0.05895047,0.03271132,none
A004240,R01,13621.16,high,none,0.906207,0.012136176,0.053236037,0.028420767,none
A001748,R09,14916.94,high,none,0.71820873,0.021635516,0.022515772,0.23764001,none
A029283,R04,3303.98,low,none,0.9178416,0.03719925,0.02036792,0.02459119,none
A002494,R09,7065.66,high,none,0.9215563,0.04893374,0.0123649,0.017145025,none
A007971,R02,3801.08,low,none,0.83574474,0.034062978,0.034181435,0.09601087,none
A003134,R09,1094.66,low,none,0.9460978,0.0040589436,0.018382339,0.03146092,none
A039184,R00,10888.38,high,none,0.9096676,0.049179178,0.019303355,0.02184992,none
A030133,R09,3408.95,low,none,0.9544764,0.017171476,0.008047241,0.020304855,none
A028033,R01,12146.6,high,none,0.91936517,0.018014403,0.036262624,0.026357729,none
A037548,R05,4391.1,low,none,0.9181727,0.01165563,0.047375455,0.022796122,none
A002222,R06,8019.67,high,none,0.8668914,0.060374815,0.045496166,0.027237589,none
A023828,R08,11474.65,high,none,0.9421292,0.029527135,0.0023243243,0.026019309,none
A032261,R00,17423.07,high,none,0.9629863,0.015537801,0.0042629275,0.017213054,none
A029746,R06,5558.57,high,dormant,0.8607191,0.031613335,0.013692087,0.093975455,none
A014859,R04,11652.96,high,none,0.6566565,0.013873481,0.06991145,0.25955856,none
A005784,R04,11723.99,high,large_withdrawal,0.8060224,0.08042683,0.08548822,0.028062578,none
A006273,R06,5060.86,high,none,0.9299611,0.0036225517,0.031420246,0.03499616,none
A033790,R03,1087.88,low,dormant,0.8578907,0.03583013,0.017760975,0.08851815,none
A012271,R04,7372.67,high,none,0.8541385,0.0012103935,0.09898884,0.045662202,none
A019214,R08,4328.01,low,none,0.88092303,0.064283915,0.026179086,0.028613936,none
A034991,R00,3191.66,low,none,0.859021,0.022783041,0.021971732,0.0962242,none
A000556,R02,23479.2,high,none,0.920817,0.019294139,0.027271524,0.032617323,none
A005128,R06,3113.47,low,none,0.8543378,0.029401893,0.014381947,0.10187834,none
A015335,R08,1474.97,low,large_withdrawal,0.6760294,0.016627723,0.044535294,0.26280758,none
A007503,R06,3587.42,low,none,0.8926817,0.016622731,0.06195229,0.028743213,none
A019886,R07,2502.94,low,none,0.8904451,0.018795934,0.03312384,0.057635117,none
A038445,R07,8644.45,high,none,0.7266131,0.020570315,0.011848325,0.24096827,none
A027627,R05,8546.3,high,none,0.86202985,0.0012931976,0.013622166,0.12305483,none
A005778,R01,3183.51,low,none,0.8579101,0.07476401,0.031901166,0.03542474,none
A009941,R01,5651.73,high,none,0.9269229,0.020840993,0.009901704,0.042334367,none
A032685,R02,7223.3,high,none,0.9356991,0.034650274,0.00779712,0.021853525,none
A032730,R08,8241.87,high,dormant,0.8711422,0.06447865,0.03638452,0.027994588,none
A029691,R00,859.33,low,none,0.86551774,0.05549977,0.039854784,0.039127726,none
A025639,R04,1808.97,low,none,0.8600813,0.055090014,0.05382582,0.031002875,none
A021024,R05,90705.88,high,none,0.93701434,0.03665202,0.0046348316,0.021698732,none
A025905,R04,2550.29,low,none,0.680595,0.031796914,0.1450287,0.14257945,none
A019024,R03,10922.44,high,none,0.7828418,0.008794762,0.07253033,0.13583313,none
A019086,R01,2113.5,low,none,0.82138467,0.0115816565,0.07202766,0.095005974,none
A005831,R09,8830.17,high,none,0.86267513,0.027549578,0.043594416,0.06618092,none
A015555,R08,2443.0,low,none,0.8367401,0.09254387,0.05119833,0.019517675,none
A036362,R09,23579.73,high,none,0.8677806,0.005928663,0.092634834,0.03365585,none
A009086,R05,2207.24,low,none,0.7615599,0.11815273,0.10292551,0.017361911,none
A021338,R00,18028.83,high,none,0.872128,0.0052144653,0.056315556,0.066341914,none
A035230,R03,4279.77,low,dormant,0.71189016,0.001372619,0.019279303,0.26745796,none
A011059,R02,4831.08,low,none,0.87771505,0.02213338,0.004584141,0.09556743,none
A036836,R01,17815.84,high,none,0.8793538,0.03756542,0.022117807,0.060963012,none
A036622,R06,5942.03,high,none,0.93653035,0.027511997,0.0125834765,0.023374159,none
A021191,R05,5065.82,high,none,0.93431187,0.019422896,0.030707724,0.015557458,none
A015972,R05,5741.11,high,none,0.79560685,0.082145564,0.030798627,0.09144892,none
A021745,R00,15318.44,high,none,0.94388545,0.016014772,0.013769477,0.02633035,none
A002582,R02,373.28,low,none,0.8647381,0.04279023,0.033176254,0.059295427,none
A031780,R09,34223.21,high,none,0.96970266,0.007531255,0.005963253,0.016802754,none
A006448,R01,2854.76,low,none,0.9115596,0.01344898,0.003128498,0.07186293,none
A000430,R09,3661.75,low,none,0.67119575,0.0068141026,0.051897578,0.27009258,none
A003012,R04,13433.8,high,none,0.92391735,0.012181011,0.013825804,0.05007586,none
A013366,R08,5249.86,high,none,0.8050076,0.027292704,0.07321538,0.09448435,none
A010586,R03,1442.11,low,none,0.91582,0.04977169,0.019647265,0.014761053,none
A039553,R06,4825.28,low,none,0.21098913,0.00791719,0.022442507,0.7586512,dormant
A012753,R06,7243.16,high,none,0.80598646,0.04798436,0.048926476,0.09710273,none
A013483,R03,6758.51,high,large_withdrawal,0.86221033,0.021182807,0.02045734,0.09614953,none
A013765,R09,1809.61,low,none,0.9551657,0.011060515,0.005080542,0.028693205,none
A032192,R07,2178.61,low,none,0.9301248,0.00927181,0.03552085,0.025082553,none
A029967,R06,2291.91,low,none,0.92292047,0.016217744,0.002833345,0.05802838,none
A017782,R06,1013.72,low,none,0.8935003,0.045160275,0.04129979,0.020039607,none
A006829,R02,7444.71,high,none,0.73821473,0.051048517,0.11308259,0.097654134,none
A016646,R02,3657.0,low,none,0.9389348,0.0010867104,0.024234239,0.035744186,none
A021366,R00,3566.52,low,none,0.8382517,0.047209796,0.06728194,0.047256526,none
A033342,R01,18592.19,high,none,0.95026535,0.022712244,0.005394978,0.021627454,none
A021856,R06,3929.62,low,none,0.8726696,0.016291067,0.030821752,0.08021758,none
A038957,R03,7127.88,high,none,0.8041442,0.012346342,0.06579961,0.11770987,none
A018064,R00,4352.53,low,none,0.8939569,0.0007516232,0.079185255,0.026106212,none
A038599,R08,6440.74,high,none,0.7960946,0.016990859,0.0685458,0.11836877,none
A001499,R04,8634.42,high,none,0.92543733,0.023003591,0.025288958,0.026270192,none
A025215,R08,5592.59,high,none,0.9262161,0.001287064,0.046789166,0.025707586,none
A029893,R07,3191.45,low,none,0.8727337,0.01951295,0.079190634,0.028562777,none
A021060,R00,5596.72,high,none,0.9283658,0.054394286,0.0036866525,0.013553257,none
A038267,R06,1686.7,low,none,0.95588064,0.015316641,0.006224544,0.022578185,none
A004234,R03,4782.46,low,none,0.85430926,0.055796143,0.04379883,0.046095714,none
A010530,R06,6815.38,high,none,0.94412816,0.039484203,0.003179977,0.013207704,none
A002934,R05,13405.21,high,none,0.9237262,0.010115232,0.030478984,0.03567959,none
A015161,R05,1200.17,low,none,0.9245943,0.04988749,0.013018802,0.012499497,none
A012327,R07,16165.21,high,none,0.8907681,0.06567823,0.02102553,0.022528116,none
A000428,R06,2328.25,low,none,0.8460196,0.04472749,0.08233449,0.026918381,none
A023644,R09,8756.71,high,dormant,0.90841514,0.0008326793,0.018954469,0.071797684,none
A033096,R05,1034.73,low,none,0.857497,0.0133963,0.05709917,0.07200756,none
A010581,R04,16158.56,high,none,0.8651904,0.06310152,0.041519232,0.030188838,none
A037301,R03,5494.46,high,dd_stop,0.9288864,0.01442343,0.024931626,0.03175856,none
A019105,R07,514.38,low,none,0.80038315,0.011599264,0.0102474885,0.17777008,none
A023306,R06,1082.99,low,none,0.74941325,0.088771835,0.05964796,0.10216697,none
A038797,R07,8725.8,high,none,0.9281667,0.03294039,0.023108268,0.015784701,none
A014860,R08,7556.05,high,none,0.879619,0.07597547,0.031236365,0.013169136,none
A011294,R09,10842.45,high,none,0.9126301,0.027692238,0.027636273,0.03204139,none
A013932,R06,14377.76,high,none,0.84382844,0.064354606,0.06884107,0.022975914,none
A037828,R02,8015.86,high,none,0.9056524,0.031987414,0.004743625,0.057616595,none
A007727,R02,1401.34,low,none,0.9449465,0.0009868462,0.028177563,0.02588906,none
A020102,R04,3904.02,low,none,0.95216686,0.014077489,0.0077560996,0.025999563,none
A001497,R01,2361.26,low,none,0.9477701,0.007554214,0.018523969,0.026151711,none
A002472,R04,47572.99,high,none,0.86468977,0.009659885,0.010731558,0.11491874,none
A027352,R05,352.62,low,none,0.8713005,0.04280967,0.05463493,0.031254895,none
A011525,R02,25151.98,high,none,0.9708251,0.0089757955,0.0021239072,0.018075217,none
A000352,R07,4771.88,low,none,0.9215614,0.057558578,0.005322392,0.015557609,none
A012426,R09,3925.14,low,large_withdrawal,0.8271626,0.0940993,0.057579692,0.021158366,none
A000646,R06,6034.42,high,none,0.9055399,0.06377519,0.008348049,0.022336848,none
A020322,R08,1809.09,low,none,0.7749361,0.08560141,0.051592488,0.08787,none
A001924,R02,4716.17,low,none,0.9185935,0.039321143,0.013814876,0.028270416,none
A028870,R02,14190.99,high,none,0.9630423,0.012583087,0.0030417952,0.021332849,none
A000480,R01,940.99,low,none,0.9599379,0.018600453,0.0027063058,0.018755354,none
A026862,R00,3943.16,low,none,0.8482782,0.02014332,0.09989092,0.03168751,none
A032039,R09,1642.08,low,none,0.94403744,0.030025924,0.00485656,0.021080056,none
A031488,R02,2621.54,low,none,0.94228303,0.00832595,0.025187394,0.024203591,none
A035341,R08,4026.77,low,none,0.8037239,0.046675004,0.06281138,0.08678982,none
A005429,R06,12034.05,high,none,0.8999114,0.036850702,0.025468118,0.03776977,none
A031077,R03,29770.79,high,none,0.86936235,0.06669192,0.032333963,0.031611774,none
A013692,R05,2229.83,low,none,0.81260884,0.032011475,0.069027215,0.08635247,none
A036407,R00,1671.17,low,none,0.9057579,0.008635478,0.0058903806,0.07971623,none
A021709,R05,7949.93,high,none,0.8629556,0.02409659,0.03840492,0.07454292,none
A031862,R00,9455.74,high,none,0.70023066,0.02300192,0.040563185,0.2362042,none
A028454,R05,600.98,low,none,0.9335157,0.016875237,0.026377913,0.023231095,none
A012749,R07,6728.22,high,none,0.8742932,0.042308558,0.06505773,0.018340526,none
A022809,R09,108779.94,high,none,0.9019581,0.02025724,0.050867915,0.026916722,none
A039155,R03,8765.2,high,none,0.86849666,0.0093573565,0.030029988,0.09211596,none
A005587,R04,2633.62,low,none,0.95343804,0.020854717,0.0038384637,0.02186879,none
A032358,R03,32125.59,high,none,0.9431556,0.02731224,0.007045904,0.022486204,none
A005382,R02,6896.12,high,none,0.84603775,0.032194823,0.0061140205,0.115653425,none
A027205,R05,7766.89,high,none,0.85910684,0.072059534,0.03935162,0.02948199,none
A016252,R05,1874.28,low,none,0.94043547,0.0013085023,0.022161873,0.036094222,none
A039537,R00,2855.75,low,none,0.8817742,0.039745584,0.006675108,0.0718051,none
A006301,R05,1393.55,low,none,0.92669255,0.025553703,0.027726652,0.020027082,none
A010116,R02,1652.18,low,none,0.8743156,0.018202418,0.013342576,0.09413939,none
A038106,R07,2217.89,low,none,0.86346656,0.04215449,0.050204717,0.044174206,none
A037434,R00,4048.58,low,none,0.8479698,0.01443376,0.030869156,0.10672731,none
A005678,R06,5150.83,high,dd_stop,0.5273042,0.0134121245,0.034258973,0.42502475,none
A011229,R04,9244.67,high,none,0.9085604,0.036567695,0.02232229,0.032549657,none
A039953,R02,555.7,low,none,0.85330737,0.01464344,0.022846907,0.10920224,none
A038618,R06,11140.94,high,none,0.8910222,0.036892027,0.003805318,0.068280436,none
A027631,R04,2812.4,low,none,0.8097482,0.014079876,0.07318638,0.10298557,none
A033855,R07,2330.76,low,none,0.9314166,0.01585705,0.031799536,0.020926826,none
A002758,R00,3908.16,low,none,0.89767706,0.06616224,0.0068582622,0.029302431,none
A009195,R06,2155.31,low,dormant,0.8613981,0.011026141,0.012532466,0.11504327,none
A035433,R01,11743.54,high,dormant,0.90025455,0.01888484,0.0069461595,0.073914416,none
A034265,R07,119729.85,high,none,0.8456811,0.07374028,0.058115408,0.022463262,none
A024055,R08,4237.97,low,none,0.65333986,0.030511627,0.014715345,0.3014332,none
A013074,R05,2719.11,low,none,0.8957341,0.0105414605,0.024110258,0.06961414,none
A023435,R02,4103.2,low,none,0.946186,0.0008981264,0.025595276,0.027320582,none
A039204,R03,23256.75,high,none,0.90398085,0.0402869,0.016629884,0.039102383,none
A008398,R07,5300.76,high,none,0.8474121,0.005452952,0.03445588,0.11267907,none
A016589,R09,13595.96,high,none,0.940512,0.022130158,0.013952185,0.023405625,none
A021661,R08,12073.22,high,none,0.8257499,0.0050449884,0.053499434,0.115705706,none
A020822,R02,10835.6,high,none,0.88600963,0.05351804,0.038742244,0.021730077,none
A039482,R03,2288.89,low,none,0.9525534,0.0009763377,0.013115726,0.033354595,none
A022536,R04,2420.77,low,none,0.8907946,0.015971242,0.006844571,0.086389646,none
A018776,R04,1066.37,low,none,0.9478744,0.020853868,0.0046012225,0.026670527,none
A023524,R08,3923.89,low,none,0.8710672,0.019336347,0.011241957,0.09835454,none
A007814,R04,6484.68,high,none,0.83885884,0.03745875,0.046430778,0.07725155,none
A011115,R05,2465.39,low,none,0.89423704,0.025269786,0.060132843,0.020360315,none
A022199,R08,12044.91,high,none,0.84189093,0.049786415,0.011022746,0.09729989,none
A020151,R04,3479.15,low,none,0.8663415,0.020788953,0.025744973,0.087124564,none
A030563,R09,2498.76,low,large_withdrawal,0.8992458,0.03504026,0.034091756,0.031622164,none
A037217,R07,714.63,low,none,0.9349901,0.009867216,0.028180482,0.02696214,none
A031562,R05,9213.79,high,none,0.80170935,0.013599715,0.020361496,0.16432947,none
A017979,R02,12044.3,high,none,0.8878376,0.0768328,0.0095712,0.025758442,none
A030617,R02,2729.4,low,none,0.92782634,0.030470742,0.004870588,0.036832277,none
A038153,R05,4701.85,low,none,0.9403897,0.026190976,0.015095654,0.018323638,none
A001294,R06,975.56,low,none,0.929954,0.026498554,0.022871172,0.02067625,none
A024882,R05,2820.7,low,none,0.6610117,0.023744762,0.026713712,0.2885298,none
A027366,R03,1740.93,low,none,0.92017156,0.012163716,0.035649,0.032015745,none
A013599,R03,745.68,low,none,0.7296687,0.07812795,0.049399577,0.14280383,none
A030766,R02,18953.39,high,none,0.9357224,0.019968208,0.015538461,0.02877099,none
A032030,R09,2660.5,low,none,0.9161849,0.012317637,0.016925203,0.054572232,none
A008715,R06,3465.94,low,none,0.9607502,0.0034633148,0.008339087,0.027447391,none
A024652,R08,8141.57,high,none,0.91473585,0.059950322,0.010704906,0.014608907,none
A020482,R08,6113.58,high,dormant,0.836292,0.005751156,0.057663057,0.10029378,none
A005797,R04,11265.3,high,none,0.89795023,0.022520449,0.0050995746,0.07442969,none
A002194,R06,7955.0,high,none,0.69939667,0.014393396,0.023350587,0.2628593,none
A010593,R04,1467.62,low,none,0.7371881,0.06275452,0.020908099,0.17914928,none
A020684,R02,2895.5,low,none,0.8636642,0.057611503,0.043040786,0.035683528,none
A036423,R09,1248.16,low,none,0.9286712,0.015853023,0.03403786,0.021437882,none
A025607,R05,8868.04,high,none,0.92260057,0.022926118,0.033417817,0.021055521,none
A011504,R01,1121.14,low,dd_stop,0.88541514,0.0072809756,0.08287897,0.024424903,none
A002353,R05,6417.92,high,none,0.9524419,0.021684505,0.007234844,0.018638745,none
A020841,R00,56560.43,high,none,0.88235176,0.011490357,0.05932308,0.046834875,none
A010798,R01,9508.08,high,none,0.8640085,0.035829797,0.072601065,0.027560707,none
A023041,R06,1427.4,low,none,0.8649242,0.031720493,0.072862916,0.03049243,none
A026973,R09,1383.57,low,none,0.9407231,0.0148766525,0.02279784,0.021602312,none
A031796,R05,2133.42,low,none,0.8320677,0.015632158,0.058520205,0.09377996,none
A036780,R08,1084.47,low,none,0.88175535,0.029216772,0.06171586,0.027312016,none
